reference,settled_at_utc,amount,status
TXNA0DFE6102011,2026-07-15 13:45:03,"6,11,278.18",SETTLED
TXNA0DFE6103085,2026-07-15 11:47:14,"1,68,968.16",SETTLED
TXNA0DFE6103030,2026-07-15 11:43:44,"8,964.93/-",SETTLED
TXNA0DFE6102448,2026-07-15 12:51:07,"Rs. 2,38,133.02",SETTLED
TXNA0DFE6103479,2026-07-15 11:10:00,"1,11,977.18",SETTLED
TXNA0DFE6102409,2026-07-15 07:43:04,"7,45,867.13",SETTLED
TXNA0DFE6300014,2026-07-14 20:57:44,"2,40,601.15/-",SETTLED
TXNA0DFE6100891,2026-07-15 12:00:02,"Rs. 2,38,158.41",SETTLED
TXNA0DFE6103356,2026-07-15 14:53:41,"6,39,583.20",SETTLED
TXNA0DFE6100325,2026-07-15 14:46:39,"72,572.97",SETTLED
TXNA0DFE6103321,2026-07-15 08:26:36,"4,78,660.16/-",SETTLED
TXNA0DFE6102684,2026-07-15 04:02:19,"Rs. 6,10,947.94",SETTLED
TXNA0DFE6102715,2026-07-15 03:08:50,"4,95,563.49",SETTLED
TXNA0DFE6103081,2026-07-15 05:26:01,"52,063.69",SETTLED
TXNA0DFE6100624,2026-07-15 12:40:36,"1,41,007.58/-",SETTLED
TXNA0DFE6101666,2026-07-15 09:24:51,"Rs. 2,78,845.25",SETTLED
TXNA0DFE6100220,2026-07-15 08:50:46,"6,26,668.57",SETTLED
TXNA0DFE6102109,2026-07-15 10:15:06,"1,48,170.67",SETTLED
TXNA0DFE6100205,2026-07-15 04:31:52,"8,61,229.24/-",SETTLED
TXNA0DFE6103608,2026-07-15 12:01:39,"Rs. 1,66,247.40",SETTLED
TXNA0DFE6102919,2026-07-15 12:31:46,"2,65,543.19",SETTLED
TXNA0DFE6100763,2026-07-15 14:10:07,"5,42,562.32",SETTLED
TXNA0DFE6100731,2026-07-15 04:06:29,"6,12,954.53/-",SETTLED
TXNA0DFE6100547,2026-07-15 08:50:39,"Rs. 6,83,289.17",SETTLED
TXNA0DFE6100339,2026-07-15 10:38:03,"6,15,210.54",SETTLED
TXNA0DFE6102729,2026-07-15 16:23:35,"5,33,259.88",SETTLED
TXNA0DFE6101619,2026-07-15 12:58:13,"4,84,191.13/-",SETTLED
TXNA0DFE6103012,2026-07-15 13:15:16,"Rs. 3,64,925.33",SETTLED
TXNA0DFE6102611,2026-07-15 10:47:31,"1,35,281.13",SETTLED
TXNA0DFE6101708,2026-07-15 10:14:55,"5,74,034.99",SETTLED
TXNA0DFE6100212,2026-07-15 03:33:06,"59,992.66/-",SETTLED
TXNA0DFE6100994,2026-07-15 10:00:16,"Rs. 6,53,658.84",SETTLED
TXNA0DFE6103107,2026-07-15 05:15:35,"8,87,595.51",SETTLED
TXNA0DFE6102270,2026-07-15 15:04:47,"3,21,957.78",SETTLED
TXNA0DFE6101477,2026-07-15 09:21:06,"50,338.42/-",SETTLED
TXNA0DFE6101673,2026-07-15 13:58:37,"Rs. 1,43,742.58",SETTLED
TXNA0DFE6103458,2026-07-15 09:02:57,"81,112.91",SETTLED
TXNA0DFE6102049,2026-07-15 06:37:05,"5,57,238.06",SETTLED
TXNA0DFE6103793,2026-07-15 08:35:48,"1,51,174.64/-",SETTLED
TXNA0DFE6103768,2026-07-15 06:57:23,"Rs. 1,11,515.82",SETTLED
TXNA0DFE6101962,2026-07-15 06:06:16,"5,18,434.27",SETTLED
TXNA0DFE6103477,2026-07-15 06:38:05,"1,67,799.72",SETTLED
TXNA0DFE6103599,2026-07-15 14:16:35,"8,04,267.70/-",SETTLED
TXNA0DFE6101775,2026-07-15 11:23:45,"Rs. 4,12,012.82",SETTLED
TXNA0DFE6100958,2026-07-15 04:45:22,"25,374.05",SETTLED
TXNA0DFE6103005,2026-07-15 12:32:01,"6,21,700.65",SETTLED
TXNA0DFE6103221,2026-07-15 08:50:32,"3,45,132.29/-",SETTLED
TXNA0DFE6100761,2026-07-15 11:48:05,"Rs. 8,87,893.81",SETTLED
TXNA0DFE6100263,2026-07-15 02:16:53,"44,716.15",SETTLED
TXNA0DFE6102293,2026-07-15 12:18:08,"1,85,637.15",SETTLED
TXNA0DFE6102259,2026-07-15 12:45:41,"29,337.58/-",SETTLED
TXNA0DFE6100905,2026-07-15 03:36:04,"Rs. 93,224.28",SETTLED
TXNA0DFE6102391,2026-07-15 02:19:27,"2,76,244.91",SETTLED
TXNA0DFE6102309,2026-07-15 03:24:03,"2,01,039.34",SETTLED
TXNA0DFE6101519,2026-07-15 14:33:01,"4,19,170.71/-",SETTLED
TXNA0DFE6102098,2026-07-15 06:05:36,"Rs. 3,76,702.04",SETTLED
TXNA0DFE6100475,2026-07-15 16:20:39,"4,90,425.12",SETTLED
TXNA0DFE6100201,2026-07-15 14:49:19,"3,81,911.48",SETTLED
TXNA0DFE6101584,2026-07-15 10:15:22,"3,93,960.25/-",SETTLED
TXNA0DFE6103091,2026-07-15 10:52:44,"Rs. 6,97,216.21",SETTLED
TXNA0DFE6102004,2026-07-15 12:35:33,"4,51,803.13",SETTLED
TXNA0DFE6300004,2026-07-14 23:16:48,"1,07,564.96",SETTLED
TXNA0DFE6100491,2026-07-15 11:19:02,"2,98,502.05/-",SETTLED
TXNA0DFE6102959,2026-07-15 13:46:32,"Rs. 4,29,770.57",SETTLED
TXNA0DFE6100966,2026-07-15 15:15:41,"1,40,505.46",SETTLED
TXNA0DFE6100756,2026-07-15 11:21:19,"1,85,482.39",SETTLED
TXNA0DFE6100793,2026-07-15 03:17:24,"12,304.12/-",SETTLED
TXNA0DFE6103097,2026-07-15 00:57:23,"Rs. 1,18,755.38",SETTLED
TXNA0DFE6101781,2026-07-15 06:58:20,"5,84,345.34",SETTLED
TXNA0DFE6102153,2026-07-15 07:02:41,"4,82,883.48",SETTLED
TXNA0DFE6101292,2026-07-15 09:04:13,"4,23,325.95/-",SETTLED
TXNA0DFE6101788,2026-07-15 15:56:48,"Rs. 6,16,181.35",SETTLED
TXNA0DFE6103515,2026-07-15 02:04:01,"19,913.45",SETTLED
TXNA0DFE6101690,2026-07-15 13:03:40,"3,96,128.92",SETTLED
TXNA0DFE6103464,2026-07-15 07:23:25,"8,57,405.53/-",SETTLED
TXNA0DFE6103384,2026-07-15 01:58:48,"Rs. 5,20,807.26",SETTLED
TXNA0DFE6100726,2026-07-15 12:45:52,"6,16,908.85",SETTLED
TXNA0DFE6102777,2026-07-15 05:11:35,"5,95,341.48",SETTLED
TXNA0DFE6103324,2026-07-15 12:38:23,"6,67,922.69/-",SETTLED
TXNA0DFE6100537,2026-07-15 07:51:47,"Rs. 6,06,025.82",SETTLED
TXNA0DFE6103069,2026-07-15 04:53:40,"2,41,456.85",SETTLED
TXNA0DFE6101456,2026-07-15 08:27:04,"6,90,348.17",SETTLED
TXNA0DFE6102422,2026-07-15 11:37:38,"3,65,235.67/-",SETTLED
TXNA0DFE6100562,2026-07-15 13:15:18,"Rs. 3,36,531.46",SETTLED
TXNA0DFE6100681,2026-07-15 12:07:01,"3,41,586.83",SETTLED
TXNA0DFE6500009,2026-07-15 13:47:36,"78,641.13",
TXNA0DFE6100377,2026-07-15 13:36:59,"8,55,701.92/-",SETTLED
TXNA0DFE6350015,2026-07-15 23:06:38,"Rs. 2,76,488.39",SETTLED
TXNA0DFE6100007,2026-07-15 02:32:16,"1,93,020.81",SETTLED
TXNA0DFE6102881,2026-07-15 08:03:16,"2,49,885.49",SETTLED
TXNA0DFE6101743,2026-07-15 06:00:42,"3,90,605.93/-",SETTLED
TXNA0DFE6101870,2026-07-15 09:55:14,"Rs. 4,62,033.46",SETTLED
TXNA0DFE6102905,2026-07-15 01:09:45,"8,39,949.95",SETTLED
TXNA0DFE6102170,2026-07-15 15:02:22,"4,95,856.45",SETTLED
TXNA0DFE6101978,2026-07-15 00:56:12,"4,57,434.47/-",SETTLED
TXNA0DFE6102464,2026-07-15 02:09:25,"Rs. 5,19,967.64",SETTLED
TXNA0DFE6101293,2026-07-15 05:40:30,"4,02,358.41",SETTLED
TXNA0DFE6100457,2026-07-15 13:11:04,"44,906.17",SETTLED
TXNA0DFE6103704,2026-07-15 14:58:38,"6,80,009.28/-",SETTLED
TXNA0DFE6100492,2026-07-15 10:27:09,"Rs. 8,11,791.35",SETTLED
TXNA0DFE6200000,2026-07-15 05:40:20,"53,655.85",SETTLED
TXNA0DFE6100014,2026-07-15 03:25:14,"1,01,775.86",SETTLED
TXNA0DFE6100482,2026-07-15 00:56:38,"2,63,975.81/-",SETTLED
TXNA0DFE6103532,2026-07-15 01:35:53,"Rs. 3,10,607.02",SETTLED
TXNA0DFE6101294,2026-07-15 09:49:52,"6,37,094.45",SETTLED
TXNA0DFE6102458,2026-07-15 02:25:23,"8,52,449.24",SETTLED
TXNA0DFE6102173,2026-07-15 06:32:31,"52,273.47/-",SETTLED
TXNA0DFE6101901,2026-07-15 09:21:16,"Rs. 4,60,499.49",SETTLED
TXNA0DFE6101177,2026-07-15 11:37:24,"3,72,055.74",SETTLED
TXNA0DFE6101993,2026-07-15 06:35:28,"2,52,735.26",SETTLED
TXNA0DFE6100399,2026-07-15 01:14:13,"7,45,479.09/-",SETTLED
TXNA0DFE6103322,2026-07-15 06:34:24,"Rs. 21,227.83",SETTLED
TXNA0DFE6101147,2026-07-15 08:10:31,"4,73,016.67",SETTLED
TXNA0DFE6100785,2026-07-15 02:03:35,"76,920.03",SETTLED
TXNA0DFE6100821,2026-07-15 03:08:02,"5,17,585.34/-",SETTLED
TXNA0DFE6103292,2026-07-15 05:11:47,"Rs. 4,28,085.16",SETTLED
TXNA0DFE6100517,2026-07-15 06:09:53,"4,46,294.98",SETTLED
TXNA0DFE6101490,2026-07-15 12:30:41,"3,31,653.09",SETTLED
TXNA0DFE6103594,2026-07-15 00:37:04,"4,33,503.72/-",SETTLED
TXNA0DFE6103773,2026-07-15 09:11:57,"Rs. 4,16,620.47",SETTLED
TXNA0DFE6101017,2026-07-15 10:21:52,"5,09,612.65",SETTLED
TXNA0DFE6102597,2026-07-15 02:08:12,"2,64,057.14",SETTLED
TXNA0DFE6101620,2026-07-15 12:45:55,"4,79,175.40/-",SETTLED
TXNA0DFE6101235,2026-07-15 08:59:15,"Rs. 8,79,406.25",SETTLED
TXNA0DFE6101959,2026-07-15 09:41:40,"2,16,680.67",SETTLED
TXNA0DFE6101299,2026-07-15 13:59:37,"6,89,360.35",SETTLED
TXNA0DFE6100528,2026-07-15 06:56:47,"1,53,574.52/-",SETTLED
TXNA0DFE6101142,2026-07-15 05:11:43,"Rs. 43,542.62",SETTLED
TXNA0DFE6103025,2026-07-15 09:05:27,"1,69,581.60",SETTLED
TXNA0DFE6100901,2026-07-15 02:03:08,"5,89,316.78",SETTLED
TXNA0DFE6102397,2026-07-15 05:47:56,"5,87,377.00/-",SETTLED
TXNA0DFE6100128,2026-07-15 04:01:24,"Rs. 3,72,576.59",SETTLED
TXNA0DFE6100558,2026-07-15 14:49:13,"1,84,765.79",SETTLED
TXNA0DFE6101371,2026-07-15 13:55:51,"4,80,299.45",SETTLED
TXNA0DFE6100699,2026-07-15 04:04:00,"1,57,746.36/-",SETTLED
TXNA0DFE6100044,2026-07-15 04:34:46,"Rs. 8,08,948.78",SETTLED
TXNA0DFE6102706,2026-07-15 01:09:27,"6,28,806.16",SETTLED
TXNA0DFE6100432,2026-07-15 10:47:07,"8,79,510.18",SETTLED
TXNA0DFE6102602,2026-07-15 12:12:22,"4,05,599.29/-",SETTLED
TXNA0DFE6100323,2026-07-15 06:53:01,"Rs. 7,21,692.58",SETTLED
TXNA0DFE6101019,2026-07-15 03:31:53,"4,56,807.48",SETTLED
TXNA0DFE6100832,2026-07-15 11:30:48,"5,12,809.22",SETTLED
TXNA0DFE6100281,2026-07-15 04:08:37,"3,90,183.02/-",SETTLED
TXNA0DFE6300012,2026-07-14 19:22:19,"Rs. 1,50,339.96",SETTLED
TXNA0DFE6103043,2026-07-15 14:08:42,"8,10,392.69",SETTLED
TXNA0DFE6101709,2026-07-15 11:11:36,"61,409.18",SETTLED
TXNA0DFE6100542,2026-07-15 02:25:46,"6,52,362.38/-",SETTLED
TXNA0DFE6100789,2026-07-15 05:28:33,"Rs. 5,61,258.58",SETTLED
TXNA0DFE6103395,2026-07-15 14:57:21,"1,21,025.88",SETTLED
TXNA0DFE6101686,2026-07-15 00:31:22,"52,530.29",SETTLED
TXNA0DFE6101402,2026-07-15 01:08:24,"4,88,802.07/-",SETTLED
TXNA0DFE6100051,2026-07-15 03:35:15,"Rs. 5,06,709.56",SETTLED
TXNA0DFE6103177,2026-07-15 04:15:11,"7,29,096.31",SETTLED
TXNA0DFE6102893,2026-07-15 13:00:01,"69,634.13",SETTLED
TXNA0DFE6101438,2026-07-15 04:31:39,"1,55,958.44/-",SETTLED
TXNA0DFE6102053,2026-07-15 03:23:56,"Rs. 5,29,675.31",SETTLED
TXNA0DFE6100018,2026-07-15 14:34:52,"1,64,494.13",SETTLED
TXNA0DFE6100379,2026-07-15 07:54:46,"4,77,008.69",SETTLED
TXNA0DFE6100308,2026-07-15 10:40:41,"4,40,363.00/-",SETTLED
TXNA0DFE6103267,2026-07-15 00:42:29,"Rs. 3,03,726.75",SETTLED
TXNA0DFE6101991,2026-07-15 07:06:17,"6,00,794.64",SETTLED
TXNA0DFE6101323,2026-07-15 12:35:32,"6,10,693.22",SETTLED
TXNA0DFE6100200,2026-07-15 16:16:30,"2,29,818.72/-",SETTLED
TXNA0DFE6102768,2026-07-15 04:48:53,"Rs. 4,98,739.57",SETTLED
TXNA0DFE6101404,2026-07-15 08:40:58,"8,22,198.26",SETTLED
TXNA0DFE6102267,2026-07-15 14:22:42,"7,56,971.01",SETTLED
TXNA0DFE6103547,2026-07-15 16:12:40,"4,70,174.85/-",SETTLED
TXNA0DFE6101131,2026-07-15 12:21:10,"Rs. 2,95,134.98",SETTLED
TXNA0DFE6101455,2026-07-15 03:34:20,"1,38,733.30",SETTLED
TXNA0DFE6103502,2026-07-15 14:20:13,"1,09,913.99",SETTLED
TXNA0DFE6101917,2026-07-15 02:32:01,"54,597.43/-",SETTLED
TXNA0DFE6103621,2026-07-15 14:06:50,"Rs. 7,32,876.86",SETTLED
TXNA0DFE6100156,2026-07-15 14:34:28,"4,80,436.54",SETTLED
TXNA0DFE6100149,2026-07-15 08:37:53,"1,36,444.30",SETTLED
TXNA0DFE6103523,2026-07-15 10:19:58,"6,92,477.21/-",SETTLED
TXNA0DFE6100327,2026-07-15 01:16:27,"Rs. 4,58,019.87",SETTLED
TXNA0DFE6102726,2026-07-15 07:25:22,"8,22,591.58",SETTLED
TXNA0DFE6102580,2026-07-15 12:20:06,"4,67,758.52",SETTLED
TXNA0DFE6100063,2026-07-15 06:47:22,"8,39,552.13/-",SETTLED
TXNA0DFE6100977,2026-07-15 04:45:12,"Rs. 4,68,167.12",SETTLED
TXNA0DFE6100970,2026-07-15 01:16:28,"2,80,157.19",SETTLED
TXNA0DFE6100975,2026-07-15 15:45:34,"2,23,802.27",SETTLED
TXNA0DFE6103789,2026-07-15 08:48:11,"4,68,113.36/-",SETTLED
TXNA0DFE6103093,2026-07-15 10:46:11,"Rs. 3,27,385.48",SETTLED
TXNA0DFE6101882,2026-07-15 00:59:23,"4,55,452.44",SETTLED
TXNA0DFE6100626,2026-07-15 13:37:34,"3,30,046.61",SETTLED
TXNA0DFE6103549,2026-07-15 08:21:44,"6,59,670.49/-",SETTLED
TXNA0DFE6100181,2026-07-15 13:34:18,"Rs. 6,82,391.31",SETTLED
TXNA0DFE6100577,2026-07-15 05:47:06,"6,25,132.94",SETTLED
TXNA0DFE6102306,2026-07-15 14:22:49,"4,34,423.53",SETTLED
TXNA0DFE6100963,2026-07-15 08:05:26,"8,05,705.58/-",SETTLED
TXNA0DFE6102350,2026-07-15 14:45:31,"Rs. 2,48,157.16",SETTLED
TXNA0DFE6100649,2026-07-15 12:58:15,"6,13,602.54",SETTLED
TXNA0DFE6102320,2026-07-15 11:18:51,"4,08,585.32",SETTLED
TXNA0DFE6100208,2026-07-15 05:57:20,"6,77,264.24/-",SETTLED
TXNA0DFE6101329,2026-07-15 14:59:14,"Rs. 1,23,212.07",SETTLED
TXNA0DFE6100604,2026-07-15 03:04:21,"8,07,493.88",SETTLED
TXNA0DFE6101178,2026-07-15 14:40:05,"5,23,009.71",SETTLED
TXNA0DFE6103584,2026-07-15 15:06:01,"2,45,079.39/-",SETTLED
TXNA0DFE6101154,2026-07-15 16:27:44,"Rs. 3,98,563.84",SETTLED
TXNA0DFE6102037,2026-07-15 03:34:18,"2,22,594.01",SETTLED
TXNA0DFE6103424,2026-07-15 09:29:01,"2,73,886.77",SETTLED
TXNA0DFE6103425,2026-07-15 13:33:45,"7,54,967.83/-",SETTLED
TXNA0DFE6101840,2026-07-15 00:34:32,"Rs. 4,58,190.71",SETTLED
TXNA0DFE6103631,2026-07-15 04:30:26,"2,42,717.56",SETTLED
TXNA0DFE6102930,2026-07-15 03:32:39,"5,37,158.78",SETTLED
TXNA0DFE6101544,2026-07-15 05:31:28,"2,70,229.38/-",SETTLED
TXNA0DFE6101582,2026-07-15 03:58:01,"Rs. 5,23,036.82",SETTLED
TXNA0DFE6102199,2026-07-15 13:19:17,"1,77,616.01",SETTLED
TXNA0DFE6102086,2026-07-15 15:42:20,"3,79,093.15",SETTLED
TXNA0DFE6102836,2026-07-15 14:37:11,"8,36,278.92/-",SETTLED
TXNA0DFE6300005,2026-07-14 20:41:38,"Rs. 3,32,122.26",SETTLED
TXNA0DFE6102078,2026-07-15 02:02:10,"5,63,080.26",SETTLED
TXNA0DFE6100979,2026-07-15 07:33:20,"6,86,606.86",SETTLED
TXNA0DFE6103140,2026-07-15 01:54:19,"1,65,507.15/-",SETTLED
TXNA0DFE6100794,2026-07-15 08:14:03,"Rs. 2,18,597.57",SETTLED
TXNA0DFE6103303,2026-07-15 15:34:41,"7,28,051.06",SETTLED
TXNA0DFE6103196,2026-07-15 02:51:32,"23,885.50",SETTLED
TXNA0DFE6102932,2026-07-15 09:36:04,"4,14,015.69/-",SETTLED
TXNA0DFE6101534,2026-07-15 10:54:48,"Rs. 4,66,481.47",SETTLED
TXNA0DFE6101327,2026-07-15 03:54:43,"3,59,533.62",SETTLED
TXNA0DFE6101601,2026-07-15 13:21:11,"6,72,969.31",SETTLED
TXNA0DFE6100058,2026-07-15 01:12:38,"3,81,630.23/-",SETTLED
TXNA0DFE6103073,2026-07-15 00:41:10,"Rs. 6,88,200.89",SETTLED
TXNA0DFE6102382,2026-07-15 01:42:30,"4,27,124.90",SETTLED
TXNA0DFE6103059,2026-07-15 15:12:24,"3,35,318.65",SETTLED
TXNA0DFE6101647,2026-07-15 14:47:06,"4,62,144.15/-",SETTLED
TXNA0DFE6100807,2026-07-15 01:03:45,"Rs. 3,33,641.53",SETTLED
TXNA0DFE6100230,2026-07-15 04:46:35,"68,715.18",SETTLED
TXNA0DFE6101048,2026-07-15 06:29:53,"3,23,848.03",SETTLED
TXNA0DFE6102662,2026-07-15 09:32:22,"7,36,196.24/-",SETTLED
TXNA0DFE6100581,2026-07-15 14:00:18,"Rs. 3,53,409.16",SETTLED
TXNA0DFE6102210,2026-07-15 05:33:14,"6,76,817.33",SETTLED
TXNA0DFE6100827,2026-07-15 00:30:45,"6,83,552.16",SETTLED
TXNA0DFE6102761,2026-07-15 05:55:36,"6,15,839.82/-",SETTLED
TXNA0DFE6102468,2026-07-15 00:43:33,"Rs. 4,23,243.53",SETTLED
TXNA0DFE6102100,2026-07-15 03:46:38,"1,21,558.26",SETTLED
TXNA0DFE6103305,2026-07-15 09:55:19,"8,75,832.17",SETTLED
TXNA0DFE6100183,2026-07-15 14:39:14,"5,80,073.77/-",SETTLED
TXNA0DFE6102665,2026-07-15 13:22:48,"Rs. 2,97,994.89",SETTLED
TXNA0DFE6102051,2026-07-15 07:12:03,"1,12,095.32",SETTLED
TXNA0DFE6102261,2026-07-15 13:31:09,"1,61,430.74",SETTLED
TXNA0DFE6102679,2026-07-15 10:44:32,"7,37,515.61/-",SETTLED
TXNA0DFE6102030,2026-07-15 11:42:00,"Rs. 45,395.36",SETTLED
TXNA0DFE6103223,2026-07-15 09:54:30,"5,03,103.49",SETTLED
TXNA0DFE6100638,2026-07-15 08:42:43,"1,14,270.57",SETTLED
TXNA0DFE6103137,2026-07-15 06:04:11,"4,13,832.94/-",SETTLED
TXNA0DFE6101273,2026-07-15 07:14:34,"Rs. 5,80,272.21",SETTLED
TXNA0DFE6100038,2026-07-15 11:38:30,"7,34,900.54",SETTLED
TXNA0DFE6101639,2026-07-15 04:42:09,"3,48,663.20",SETTLED
TXNA0DFE6100707,2026-07-15 04:05:38,"5,17,508.16/-",SETTLED
TXNA0DFE6101511,2026-07-15 11:33:44,"Rs. 45,678.51",SETTLED
TXNA0DFE6102111,2026-07-15 07:25:44,"4,34,044.46",SETTLED
TXNA0DFE6102739,2026-07-15 08:43:08,"6,61,711.60",SETTLED
TXNA0DFE6100540,2026-07-15 07:15:48,"6,18,318.84/-",SETTLED
TXNA0DFE6100334,2026-07-15 04:44:03,"Rs. 1,20,923.45",SETTLED
TXNA0DFE6100700,2026-07-15 09:59:29,"2,35,061.84",SETTLED
TXNA0DFE6101574,2026-07-15 14:14:52,"4,90,580.01",SETTLED
TXNA0DFE6100239,2026-07-15 04:31:43,"5,29,878.00/-",SETTLED
TXNA0DFE6102572,2026-07-15 11:28:35,"Rs. 5,94,261.43",SETTLED
TXNA0DFE6101260,2026-07-15 06:37:06,"1,76,713.77",SETTLED
TXNA0DFE6103780,2026-07-15 02:03:33,"8,46,618.91",SETTLED
TXNA0DFE6103192,2026-07-15 01:08:17,"2,85,160.86/-",SETTLED
TXNA0DFE6101555,2026-07-15 14:49:44,"Rs. 6,33,758.17",SETTLED
TXNA0DFE6101010,2026-07-15 02:42:29,"5,86,706.39",SETTLED
TXNA0DFE6103039,2026-07-15 06:57:15,"3,61,995.46",SETTLED
TXNA0DFE6100273,2026-07-15 11:33:11,"4,03,337.35/-",SETTLED
TXNA0DFE6100531,2026-07-15 07:38:05,"Rs. 8,61,931.61",SETTLED
TXNA0DFE6101241,2026-07-15 07:33:33,"4,87,694.45",SETTLED
TXNA0DFE6300023,2026-07-14 18:56:03,"4,94,317.33",SETTLED
TXNA0DFE6100508,2026-07-15 06:45:07,"8,76,624.72/-",SETTLED
TXNA0DFE6102589,2026-07-15 08:09:35,"Rs. 4,49,311.19",SETTLED
TXNA0DFE6101547,2026-07-15 14:21:52,"5,97,254.89",SETTLED
TXNA0DFE6103263,2026-07-15 02:52:20,"2,61,535.82",SETTLED
TXNA0DFE6101069,2026-07-15 03:09:43,"4,38,091.20/-",SETTLED
TXNA0DFE6101249,2026-07-15 12:25:59,"Rs. 8,86,804.81",SETTLED
TXNA0DFE6102677,2026-07-15 00:32:54,"5,86,334.87",SETTLED
TXNA0DFE6103077,2026-07-15 11:10:59,"7,23,511.67",SETTLED
TXNA0DFE6101316,2026-07-15 04:43:06,"7,08,068.97/-",SETTLED
TXNA0DFE6103706,2026-07-15 15:29:48,"Rs. 5,62,669.82",SETTLED
TXNA0DFE6101233,2026-07-15 03:46:37,"9,031.91",SETTLED
TXNA0DFE6103654,2026-07-15 05:39:49,"1,30,705.12",SETTLED
TXNA0DFE6300016,2026-07-14 18:37:19,"1,10,241.41/-",SETTLED
TXNA0DFE6102002,2026-07-15 07:01:56,"Rs. 5,83,600.02",SETTLED
TXNA0DFE6103374,2026-07-15 14:59:23,"7,15,181.61",SETTLED
TXNA0DFE6103274,2026-07-15 13:56:39,"3,06,239.14",SETTLED
TXNA0DFE6102546,2026-07-15 03:53:58,"50,287.84/-",SETTLED
TXNA0DFE6100826,2026-07-15 02:31:13,"Rs. 4,23,753.46",SETTLED
TXNA0DFE6101460,2026-07-15 02:53:15,"14,788.65",SETTLED
TXNA0DFE6101823,2026-07-15 08:38:22,"8,66,099.04",SETTLED
TXNA0DFE6101558,2026-07-15 05:31:56,"5,12,463.26/-",SETTLED
TXNA0DFE6100168,2026-07-15 10:34:44,"Rs. 2,03,022.20",SETTLED
TXNA0DFE6101833,2026-07-15 13:23:47,"4,41,475.93",SETTLED
TXNA0DFE6101219,2026-07-15 05:43:06,"2,65,260.87",SETTLED
TXNA0DFE6100053,2026-07-15 08:44:12,"8,21,260.58/-",SETTLED
TXNA0DFE6100911,2026-07-15 09:27:14,"Rs. 7,37,623.05",SETTLED
TXNA0DFE6102148,2026-07-15 06:11:03,"5,14,623.32",SETTLED
TXNA0DFE6102529,2026-07-15 09:12:20,"3,54,653.34",SETTLED
TXNA0DFE6102473,2026-07-15 02:56:35,"61,232.58/-",SETTLED
TXNA0DFE6100982,2026-07-15 16:07:33,"Rs. 8,86,293.35",SETTLED
TXNA0DFE6102087,2026-07-15 11:02:57,"8,74,139.16",SETTLED
TXNA0DFE6101290,2026-07-15 12:27:38,"6,84,160.87",SETTLED
TXNA0DFE6102661,2026-07-15 11:56:28,"8,60,893.87/-",SETTLED
TXNA0DFE6102576,2026-07-15 01:29:10,"Rs. 58,024.96",SETTLED
TXNA0DFE6103492,2026-07-15 09:50:16,"30,388.28",SETTLED
TXNA0DFE6100778,2026-07-15 15:01:53,"2,44,924.07",SETTLED
TXNA0DFE6100196,2026-07-15 09:08:49,"1,40,001.74/-",SETTLED
TXNA0DFE6101949,2026-07-15 11:41:52,"Rs. 5,38,726.34",SETTLED
TXNA0DFE6100939,2026-07-15 11:13:38,"5,79,254.62",SETTLED
TXNA0DFE6100803,2026-07-15 07:14:30,"14,656.36",SETTLED
TXNA0DFE6100465,2026-07-15 13:14:17,"1,17,771.70/-",SETTLED
TXNA0DFE6103641,2026-07-15 08:15:21,"Rs. 6,40,810.18",SETTLED
TXNA0DFE6102769,2026-07-15 06:28:03,"3,16,073.33",SETTLED
TXNA0DFE6102067,2026-07-15 08:54:13,"5,98,266.56",SETTLED
TXNA0DFE6100075,2026-07-15 02:01:53,"7,67,311.31/-",SETTLED
TXNA0DFE6101628,2026-07-15 01:35:02,"Rs. 7,68,988.35",SETTLED
TXNA0DFE6101887,2026-07-15 05:12:59,"1,07,001.12",SETTLED
TXNA0DFE6103648,2026-07-15 05:24:44,"6,51,962.14",SETTLED
TXNA0DFE6100421,2026-07-15 13:48:43,"8,89,027.55/-",SETTLED
TXNA0DFE6102897,2026-07-15 12:59:00,"Rs. 1,03,239.93",SETTLED
TXNA0DFE6101458,2026-07-15 02:47:28,"3,27,941.56",SETTLED
TXNA0DFE6100961,2026-07-15 13:15:26,"2,04,293.56",SETTLED
TXNA0DFE6100800,2026-07-15 08:20:48,"2,23,736.40/-",SETTLED
TXNA0DFE6100031,2026-07-15 15:18:45,"Rs. 2,58,101.28",SETTLED
TXNA0DFE6101646,2026-07-15 08:21:54,"2,35,888.98",SETTLED
TXNA0DFE6102288,2026-07-15 15:37:55,"2,49,569.66",SETTLED
TXNA0DFE6102381,2026-07-15 13:57:25,"8,35,377.14/-",SETTLED
TXNA0DFE6102621,2026-07-15 15:18:46,"Rs. 6,47,758.65",SETTLED
TXNA0DFE6103534,2026-07-15 10:29:13,"3,61,637.51",SETTLED
TXNA0DFE6103226,2026-07-15 01:11:32,"2,99,054.65",SETTLED
TXNA0DFE6103242,2026-07-15 02:33:39,"8,67,083.57/-",SETTLED
TXNA0DFE6100830,2026-07-15 01:50:13,"Rs. 4,17,492.12",SETTLED
TXNA0DFE6102803,2026-07-15 03:00:59,"4,49,210.06",SETTLED
TXNA0DFE6102080,2026-07-15 05:34:47,"5,62,251.51",SETTLED
TXNA0DFE6100834,2026-07-15 13:15:57,"2,21,503.55/-",SETTLED
TXNA0DFE6102151,2026-07-15 01:58:03,"Rs. 3,09,970.92",SETTLED
